C1,C2,C3
0.011587657290348248,0.007352659991169723,0.9810596827184821
0.02159046733454728,0.013462153829464087,0.9649473788359886
0.025551541884439723,0.016272273740231092,0.9581761843753291
0.02740775777995096,0.017095628252400016,0.955496613967649
0.014738913902808251,0.009411880465216708,0.975849205631975
0.0368102074173754,0.023151554497730792,0.9400382380848938
0.024417813021358738,0.01551613857536502,0.9600660484032764
0.006553312072638731,0.004095357187324686,0.9893513307400366
0.05231754184958076,0.033074087555619296,0.9146083705948
0.01636888474356069,0.01016291346198655,0.9734682017944527
0.024307541409348866,0.01547042762007631,0.9602220309705749
0.009774539786117616,0.0060667534206614885,0.9841587067932208
0.026901175195264058,0.016876030058359585,0.9562227947463765
0.06427610446592981,0.042110141670551375,0.8936137538635188
0.07754636309967368,0.052399103063802674,0.8700545338365236
0.10109223655096396,0.06846410848822893,0.8304436549608071
0.04233127597054336,0.027740520542214753,0.9299282034872418
0.01026656197984357,0.0064934502242568635,0.9832399877958995
0.05299314245243814,0.03338400461956027,0.9136228529280016
0.020320318219240623,0.012966043542630144,0.9667136382381292
0.012386980977993671,0.0075502657251890915,0.9800627532968172
0.014569981836409302,0.009205256574705833,0.9762247615888848
0.04682065903179961,0.031196885836350698,0.9219824551318497
0.0026837817786730385,0.001607460204256613,0.9957087580170703
0.013092409740272693,0.007854830941422811,0.9790527593183046
0.014573602203726216,0.008856104581681143,0.9765702932145927
0.0023725844290358625,0.0014550919932049826,0.9961723235777593
0.009058251065944978,0.005683700535750909,0.985258048398304
0.011386670565225517,0.007185835901118388,0.9814274935336561
0.016656546230933142,0.01027647929651132,0.9730669744725556
0.014955900592767862,0.009163145290034978,0.9758809541171972
0.014144737008846777,0.008772098463631039,0.9770831645275221
0.048328727787973036,0.03176255004488755,0.9199087221671395
0.06824939270838741,0.0456586404464105,0.8860919668452021
0.01636888474356069,0.01016291346198655,0.9734682017944527
0.02266712549787414,0.014510491373681413,0.9628223831284444
0.03021072897479606,0.019433488521354444,0.9503557825038496
0.01636888474356069,0.01016291346198655,0.9734682017944527
0.04977281473286261,0.03182997858939298,0.9183972066777445
0.006166707894853905,0.003849606825442687,0.9899836852797034
0.015504088657219294,0.009918904515886716,0.9745770068268941
0.0964397938612727,0.061113718831377145,0.8424464873073502
0.04356462909925925,0.028006877026085286,0.9284284938746555
0.009931674734950942,0.0060981186773836245,0.9839702065876655
0.02387292644874551,0.014534530636402001,0.9615925429148525
0.02357503895975181,0.014682103115179175,0.961742857925069
0.019763295580821648,0.012524627064748179,0.9677120773544301
0.027037328681076868,0.01709501250703602,0.9558676588118871
0.01978781817499071,0.01258053321126445,0.967631648613745
0.010500615023664546,0.006604038860812435,0.9828953461155229
0.39244726904872634,0.5744629129132377,0.03308981803803595
0.6989380397349028,0.28241511983266193,0.018646840432435238
0.2806917554194553,0.6998933625920034,0.019414881988541303
0.7359566326069732,0.18339436391020145,0.08064900348282537
0.6779589558084886,0.30799287135015874,0.014048172841352574
0.9097363986585798,0.07779292953382053,0.012470671807599776
0.5605136484641102,0.42218988971884086,0.017296461817048914
0.4522128904458844,0.18924182678195395,0.35854528277216163
0.6360705094242797,0.3430594985455657,0.02086999203015463
0.6931265902083157,0.19300641884902656,0.1138669909426578
0.5104442314091258,0.21573838402294554,0.27381738456792853
0.9089922673355635,0.07677691239131154,0.01423082027312491
0.7224475116643715,0.19918426998274125,0.07836821835288732
0.909237578567115,0.08584654625368261,0.004915875179202428
0.6809894213954458,0.1808063527036711,0.13820422590088316
0.6111831176753333,0.35796443976466985,0.03085244255999679
0.859740346986324,0.1215394860629658,0.018720166950710205
0.8134843523860018,0.1368615968313622,0.04965405078263596
0.7370911677300864,0.2359461851399622,0.02696264712995157
0.7423432967871254,0.16837473548195583,0.08928196773091866
0.6089073606088049,0.3730770707286701,0.01801556866252495
0.8516216558479353,0.1170492640182216,0.03132908013384326
0.5702129422957731,0.41494521478921786,0.014841842915009026
0.8714928991777234,0.1188712659844275,0.00963583483784905
0.8296323443968393,0.15160513464936015,0.018762520953800516
0.6843532508197816,0.2912302283249993,0.024416520855218993
0.4065049134651138,0.5725484970908845,0.020946589444001698
0.1249193332457359,0.868455279201786,0.006625387552478286
0.9912126752121982,0.008066989133659963,0.0007203356541416253
0.6262785102704687,0.1882330705315339,0.18548841919799736
0.6914114865542926,0.18639104217589414,0.12219747126981326
0.6530515817711285,0.19214946070016523,0.1547989575287063
0.8001523909684582,0.1400601634505166,0.059787445581025014
0.48745785493989946,0.49863746339884774,0.013904681661252732
0.7893206425360141,0.17560528006500584,0.035074077398980066
0.7268110182146278,0.24815469709034405,0.02503428469502825
0.430494138768441,0.5498907612376485,0.019615099993910496
0.768217529878749,0.2036962365651281,0.02808623355612286
0.8223449791452282,0.1324490575661065,0.04520596328866524
0.7675087236241495,0.1624509615959055,0.0700403147799451
0.8180568675964142,0.1445676543896121,0.0373754780139736
0.9291997404996362,0.06607988898657842,0.0047203705137854575
0.821251739149428,0.13106297812447484,0.0476852827260972
0.46683971486607323,0.19269537795811434,0.3404649071758124
0.8524794777013637,0.11452530217799876,0.03299522012063771
0.8525064312135535,0.11467669484808671,0.03281687393835963
0.8796339051478593,0.09544128575495099,0.02492480909718973
0.915400420175237,0.07426550290422795,0.010334076920535142
0.3913612695812371,0.16779871533496682,0.4408400150837961
0.8594171361301739,0.10748325195991444,0.033099611909911696
0.23318688633554113,0.7318951405115429,0.03491797315291588
0.46934213183443646,0.5107896099621424,0.019868258203421127
0.19117701428220726,0.7810364625097644,0.027786523208028213
0.1136933370212168,0.8776764559325776,0.008630207046205662
0.14903279903413932,0.8340455351855265,0.016921665780334234
0.28118565196195977,0.6564943836794276,0.062319964358612666
0.640486814618218,0.27201190949083226,0.08750127589094979
0.2518613502800241,0.7031444940149241,0.04499415570505175
0.19368429975584955,0.7852702652153442,0.02104543502880619
0.2545572123591787,0.694610147507985,0.05083264013283629
0.080862882324937,0.9139741224154749,0.005162995259588094
0.08054252983425025,0.9147836627775495,0.004673807388200252
0.09881128142596823,0.891186478292627,0.010002240281404855
0.5358869534652274,0.43642513520116805,0.027687911333604612
